Workout Type,Start,End,Duration,Active Energy (kcal),Resting Energy (kcal),Intensity (kcal/hrÂ·kg),Max. Heart Rate (count/min),Avg. Heart Rate (count/min),Distance (km),Max. Speed (km/hr),Avg. Speed (km/hr),Flights Climbed,Elevation Ascended (m),Elevation Descended (m),Step Count,Step Cadence (spm),Swimming Stroke Count,Swim Cadence (spm),Lap Length (km),Swim Stroke Style,SWOLF Score,Water Salinity,Temperature (degC),Humidity (%),Location,
Traditional Strength Training,2025-05-24 15:58,2025-05-24 17:15,01:17:33,394.217999999995,524.3674800001371,3.0782460147917923,157.0,107.5566460903735,0.0,0.0,0.0,0.0,0.0,0.0,847.309549761994,10.923831068458911,0.0,0.0,0.0,,0.0,,14.456941604611927,39.0,,
Traditional Strength Training,2025-05-12 13:53,2025-05-12 15:31,01:37:48,505.49599689652086,1.818406299296479,3.204514021433185,149.0,105.84921651274625,0.0,0.0,0.0,0.0,0.0,0.0,2141.8055334979144,21.89805874647979,0.0,0.0,0.0,,0.0,,12.424027442929855,62.0,,
Traditional Strength Training,2025-05-10 16:10,2025-05-10 17:47,01:36:45,671.2007193864179,2.2263946508290626,4.98773475168895,161.0,116.44301802647111,0.0,0.0,0.0,0.0,0.0,0.0,1840.0000000000005,19.01673541015971,0.0,0.0,0.0,,0.0,,16.536487579343373,41.0,,
Traditional Strength Training,2025-05-08 14:21,2025-05-08 15:55,01:34:16,612.1333614542739,4.831095970583008,4.292416730879235,157.0,114.71408479237978,0.0,0.0,0.0,0.0,0.0,0.0,1170.3643857553056,12.41502778441583,0.0,0.0,0.0,,0.0,,11.495087623593918,70.0,,
Traditional Strength Training,2025-05-06 13:26,2025-05-06 14:46,01:19:59,547.2011661471881,0.29104416109677655,4.764422053027251,150.0,116.62481137158825,0.0,0.0,0.0,0.0,0.0,0.0,1036.495923231264,12.95854234727273,0.0,0.0,0.0,,0.0,,9.987139701840988,75.0,,
Traditional Strength Training,2025-05-03 11:50,2025-05-03 14:33,02:43:04,777.1913215293636,472.4841985541604,2.6692665283673933,144.0,96.69539212982477,0.0,0.0,0.0,0.0,0.0,0.0,2835.171658238099,17.38548286754925,0.0,0.0,0.0,,0.0,,22.825611114499566,45.0,,
Traditional Strength Training,2025-04-29 15:22,2025-04-29 16:49,01:26:22,609.5480000000019,605.3202000000009,4.831528372939319,157.0,116.4837574342936,0.0,0.0,0.0,0.0,0.0,0.0,1084.7733461005623,12.559914983781743,0.0,0.0,0.0,,0.0,,20.53030014037853,38.0,,
Outdoor Walk,2025-04-28 23:18,2025-04-28 23:38,00:20:52,66.5876164084665,0.9162959999999999,3.2894761213640864,108.0,93.95013515500895,1.248148245598379,0.0,0.0,0.0,0.0,0.0,837.2087509630624,40.092785988723556,0.0,0.0,0.0,,0.0,,0.0,0.0,Outdoor,
Traditional Strength Training,2025-04-25 09:00,2025-04-25 09:31,00:30:58,177.48900000000128,0.41281194704056867,3.5587768281598198,152.0,105.28290049416965,0.0,0.0,0.0,0.0,0.0,0.0,284.4704490037135,9.18605817877308,0.0,0.0,0.0,,0.0,,7.724978923795334,84.0,,
Indoor Cycling,2025-04-23 14:09,2025-04-23 14:22,00:12:26,161.65000000000003,4.513073733448116,11.818964491066087,122.99999999999999,119.04,4.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,18.161945343015248,54.0,Indoor,
Indoor Cycling,2025-04-23 13:59,2025-04-23 14:09,00:10:02,109.43200000000014,1.5313439999999998,9.801167541628228,144.0,126.67088627825433,3.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,18.25565719604259,54.0,Indoor,
Traditional Strength Training,2025-04-23 12:04,2025-04-23 13:54,01:50:28,642.1537238394417,1.531344,3.6922015340237344,154.00000000000003,111.73025166114401,0.0,0.0,0.0,0.0,0.0,0.0,1738.6340358814641,15.737586824283454,0.0,0.0,0.0,,0.0,,16.882938385007435,62.0,,
Traditional Strength Training,2025-04-22 12:06,2025-04-22 13:54,01:48:24,667.6209294483584,3.677736,4.0321649346394715,161.0,110.85158757338283,0.0,0.0,0.0,0.0,0.0,0.0,1265.5025732737186,11.67292804810547,0.0,0.0,0.0,,0.0,,16.18979835510021,50.0,,
Outdoor Walk,2025-04-18 10:41,2025-04-18 12:10,01:29:27,163.9311109290009,4.284787063557715,2.1135488854989637,124.00000000000001,89.74288134431747,1.9180090346847083,0.0,0.0,0.0,26.48,0.0,2638.868205212797,29.49860510940361,0.0,0.0,0.0,,0.0,,9.106595993039718,85.0,Outdoor,
Indoor Walk,2025-04-17 16:29,2025-04-17 17:32,01:02:20,251.5911879900895,0.0,4.274398400922668,111.0,99.66408940918691,4.292701745361089,0.0,0.0,0.0,0.0,0.0,5679.983566384141,91.11317046071798,0.0,0.0,0.0,,0.0,,11.252652168271652,75.0,Indoor,
Traditional Strength Training,2025-04-09 12:38,2025-04-09 14:04,01:26:53,540.5639637054038,1.1105978045673177,4.233097578909211,153.0,113.56552259845571,0.0,0.0,0.0,0.0,0.0,0.0,1831.5224443997322,21.07694910230091,0.0,0.0,0.0,,0.0,,9.538246154782883,47.0,,
Traditional Strength Training,2025-04-08 14:18,2025-04-08 15:58,01:40:15,596.5193540497846,3.677736,3.6910712191416977,150.0,112.73764239680806,0.0,0.0,0.0,0.0,0.0,0.0,1085.0802586756815,10.823067244791337,0.0,0.0,0.0,,0.0,,8.574342727658859,48.0,,
Traditional Strength Training,2025-04-07 16:10,2025-04-07 17:54,01:43:33,705.1002100503313,3.298886095431156,4.82404991010242,162.0,116.91006012278037,0.0,0.0,0.0,0.0,0.0,0.0,1404.2014671323673,13.559776556626256,0.0,0.0,0.0,,0.0,,6.613167762754131,40.0,,
Traditional Strength Training,2025-04-02 11:26,2025-04-02 13:10,01:43:52,571.4419999999917,1.0329776543073372,3.2553301018755034,156.0,108.19861864923436,0.0,0.0,0.0,0.0,0.0,0.0,1051.4399308992524,10.122196025387638,0.0,0.0,0.0,,0.0,,8.548213005063644,65.0,,
Traditional Strength Training,2025-04-01 15:00,2025-04-01 16:37,01:36:28,701.4222443099158,3.983168,5.214617581293509,166.0,118.49453025948358,0.0,0.0,0.0,0.0,0.0,0.0,1402.9659949679346,14.543172481244271,0.0,0.0,0.0,,0.0,,8.02584075927507,62.0,,
Traditional Strength Training,2025-03-30 11:38,2025-03-30 13:15,01:36:59,632.5471155850926,0.26363602658397056,4.310993436760958,156.0,115.85080687555391,0.0,0.0,0.0,0.0,0.0,0.0,1035.9207038590416,10.67979668559191,0.0,0.0,0.0,,0.0,,7.926400661466232,73.0,,
Traditional Strength Training,2025-03-28 16:42,2025-03-28 18:20,01:38:32,575.205546861646,119.35773362689967,3.58156098122197,150.0,109.32760349263381,0.0,0.0,0.0,0.0,0.0,0.0,882.7653511249612,8.957934912840631,0.0,0.0,0.0,,0.0,,9.631828308103195,78.0,,
Indoor Cycling,2025-03-27 14:19,2025-03-27 14:39,00:20:06,191.03299999999953,143.57814400000032,8.608023057271948,167.0,133.13754663336042,7.676,0.0,0.0,0.0,0.0,0.0,17.0,0.8452885370437743,0.0,0.0,0.0,,0.0,,10.727315902707687,55.00000000000001,Indoor,
Traditional Strength Training,2025-03-27 13:52,2025-03-27 14:18,00:25:57,138.95943529610062,1.6036380360120752,3.2179638465648677,113.0,104.36666666666666,0.0,0.0,0.0,0.0,0.0,0.0,261.1975823198591,10.064259678572416,0.0,0.0,0.0,,0.0,,10.502350807187668,56.00000000000001,,
Indoor Cycling,2025-03-26 15:29,2025-03-26 15:48,00:18:25,150.3268291072273,2.142208,7.599930052452172,148.0,121.7108545256392,7.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,12.514326095578781,54.0,Indoor,
Traditional Strength Training,2025-03-26 13:34,2025-03-26 15:29,01:55:13,568.784345329191,1.531344,2.7395273086246132,138.0,101.96756557247846,0.0,0.0,0.0,0.0,0.0,0.0,1475.1566571827916,12.802438312173665,0.0,0.0,0.0,,0.0,,11.840282440183273,56.99999999999999,,
Traditional Strength Training,2025-03-24 12:05,2025-03-24 13:41,01:35:56,661.5836477090171,0.8183801526694534,4.845010797278498,163.0,115.56602970362793,0.0,0.0,0.0,0.0,0.0,0.0,1853.795018186774,19.32325402393801,0.0,0.0,0.0,,0.0,,10.787646293637863,66.0,,
Traditional Strength Training,2025-03-22 12:48,2025-03-22 14:53,02:04:28,761.720085386025,249.1120288410781,3.966826855954035,148.0,112.20127682902228,0.0,0.0,0.0,0.0,0.0,0.0,1891.3701933304285,15.19540396415847,0.0,0.0,0.0,,0.0,,12.491773605344406,59.0,,
Traditional Strength Training,2025-03-21 11:07,2025-03-21 11:51,00:44:34,243.90929314524607,3.3601326912119607,3.2498956327857194,141.0,106.07277957942294,0.0,0.0,0.0,0.0,0.0,0.0,500.8549096968072,11.237249923006276,0.0,0.0,0.0,,0.0,,8.339267730710617,57.99999999999999,,
Outdoor Walk,2025-03-20 18:18,2025-03-20 18:46,00:27:57,110.2320159569515,1.561261444895952,4.871091401920716,116.0,106.8962864178243,2.0932408003044083,0.0,0.0,0.0,7.49,0.0,2467.5640718381833,88.2652506971051,0.0,0.0,0.0,,0.0,,11.906395912168136,49.0,Outdoor,
Traditional Strength Training,2025-03-20 12:41,2025-03-20 14:32,01:51:33,731.4509995097985,3.123583160981445,4.4317384054679,155.0,115.16571362340524,0.0,0.0,0.0,0.0,0.0,0.0,1497.548854570943,13.423842779303016,0.0,0.0,0.0,,0.0,,10.137162208554855,44.0,,
Indoor Cycling,2025-03-15 14:39,2025-03-15 14:55,00:15:10,162.6165183937753,2.2008713566924865,9.568532397289712,160.0,132.94618432848895,6.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,5.391243457791973,83.0,Indoor,
Traditional Strength Training,2025-03-15 12:52,2025-03-15 14:38,01:45:31,543.5009999999911,723.2797120000004,2.8735415212202,147.0,102.79727089942745,0.0,0.0,0.0,0.0,0.0,0.0,1124.372680323528,10.65539769799121,0.0,0.0,0.0,,0.0,,3.9514570236183886,86.0,,
Indoor Cycling,2025-03-14 13:33,2025-03-14 13:48,00:15:27,190.00400000000008,113.20438847703566,10.757906551327336,166.0,137.58590588060858,5.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,6.276770591733623,89.0,Indoor,
Traditional Strength Training,2025-03-14 12:11,2025-03-14 13:32,01:21:49,510.67399999999395,574.0489840000005,4.197277928254573,148.0,111.99889140447898,0.0,0.0,0.0,0.0,0.0,0.0,1268.1959411810926,15.499061094726283,0.0,0.0,0.0,,0.0,,6.289390087125469,89.0,,
Traditional Strength Training,2025-03-13 12:00,2025-03-13 13:19,01:18:27,404.73876119681233,3.983168,3.0903353455838687,142.0,99.70297299187796,0.0,0.0,0.0,0.0,0.0,0.0,1373.2582338671261,17.503736403438662,0.0,0.0,0.0,,0.0,,8.189322471616379,77.0,,
Indoor Walk,2025-03-13 00:45,2025-03-13 00:46,00:01:14,2.802048778502449,13.150423999194684,2.8469712601989103,83.0,79.22549019461754,0.058348214341327545,0.0,0.0,0.0,0.0,0.0,69.0,55.24483077147148,0.0,0.0,0.0,,0.0,,6.143448352811504,85.0,Indoor,
Indoor Walk,2025-03-11 17:31,2025-03-11 18:02,00:31:02,105.8755640864734,7.778050956055025,4.607671240258814,91.0,82.16666666666667,1.9913941734475749,0.0,0.0,0.0,0.0,0.0,2588.999999999999,83.39332369936135,0.0,0.0,0.0,,0.0,,11.72938251495134,61.0,Indoor,
Indoor Cycling,2025-03-11 15:50,2025-03-11 16:06,00:15:21,130.844,3.677736,8.012931239353875,146.0,125.2332633833959,6.064377259055774,0.0,0.0,0.0,0.0,0.0,94.19871611719934,6.135631308475099,0.0,0.0,0.0,,0.0,,13.277988433835617,50.0,Indoor,
Traditional Strength Training,2025-03-11 14:16,2025-03-11 15:50,01:34:32,458.486192194715,3.6735519999999995,2.726412709681385,133.0,97.95660913728703,0.0,0.0,0.0,0.0,0.0,0.0,1462.0531578693412,15.464099415938446,0.0,0.0,0.0,,0.0,,12.109818458554855,55.00000000000001,,
Rowing,2025-03-10 13:32,2025-03-10 13:40,00:08:04,59.05598008506039,3.677736,6.933135116826128,157.0,144.36942858557774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,11.748662948606125,62.0,Indoor,
Traditional Strength Training,2025-03-10 11:45,2025-03-10 13:32,01:46:30,623.1579999999934,750.4338720000012,3.78612535560669,152.0,106.79166576687531,0.0,0.0,0.0,0.0,0.0,0.0,1599.999999999999,15.021431668045262,0.0,0.0,0.0,,0.0,,10.684555053708664,60.0,,
Traditional Strength Training,2025-03-07 12:32,2025-03-07 13:37,01:04:25,304.8526375931837,3.677736,2.551261062350183,137.0,98.59968311683151,0.0,0.0,0.0,0.0,0.0,0.0,966.2127688263649,14.998242368638003,0.0,0.0,0.0,,0.0,,10.061589241025558,39.0,,
Traditional Strength Training,2025-03-06 14:36,2025-03-06 15:51,01:15:01,509.23995326124765,3.677736,4.743605813237981,151.0,113.6156104347562,0.0,0.0,0.0,0.0,0.0,0.0,1000.1704444128405,13.330230803311117,0.0,0.0,0.0,,0.0,,15.18858242034679,32.0,,
Traditional Strength Training,2025-03-04 09:09,2025-03-04 10:17,01:07:50,369.7612927285978,1.2555719770604274,3.282746636315709,149.0,106.8953337994253,0.0,0.0,0.0,0.0,0.0,0.0,904.6188941389647,13.335481607663283,0.0,0.0,0.0,,0.0,,-0.39803788066126344,69.0,,
Traditional Strength Training,2025-03-03 11:12,2025-03-03 12:34,01:21:57,416.87444722422015,0.3134630674812377,2.8218028890853275,145.0,103.21138930293574,0.0,0.0,0.0,0.0,0.0,0.0,951.1742151802842,11.605144443360228,0.0,0.0,0.0,,0.0,,2.696311950681377,52.0,,
Stair Climbing,2025-03-02 14:14,2025-03-02 14:31,00:17:03,236.29918131334313,7.123043713607485,11.920499364844332,166.0,150.1934527415236,0.0,0.0,0.0,0.0,183.0,0.0,883.0,51.7571424796234,0.0,0.0,0.0,,0.0,,6.086630344388652,47.0,Indoor,
Traditional Strength Training,2025-03-02 12:44,2025-03-02 14:14,01:30:03,488.7879795555889,2.44764,3.32745907932866,150.0,105.39293536489032,0.0,0.0,0.0,0.0,0.0,0.0,1405.8037027247642,15.610786751961744,0.0,0.0,0.0,,0.0,,4.303565025327373,56.00000000000001,,
Traditional Strength Training,2025-03-01 10:34,2025-03-01 11:51,01:16:45,429.7120819946031,2.0371934307794413,3.4426969431138628,149.0,107.24246155934006,0.0,0.0,0.0,0.0,0.0,0.0,1180.6223725750442,15.381645229014307,0.0,0.0,0.0,,0.0,,1.6104210615135912,80.0,,
Cross Training,2025-02-28 12:51,2025-02-28 15:08,00:15:00,153.0,822.5827912147897,0.0,161.0,92.97994398621648,0.0,0.0,0.0,0.0,0.0,0.0,2232.3414948834693,148.82276632556463,0.0,0.0,0.0,,0.0,,0.0,0.0,Indoor,
Stair Climbing,2025-02-28 12:32,2025-02-28 12:51,00:19:17,235.36415755996515,5.434186237114786,10.64864165248383,165.0,136.2606728748945,0.0,0.0,0.0,0.0,0.0,0.0,795.0364974551705,41.224783501682424,0.0,0.0,0.0,,0.0,,4.63242053985374,66.0,,
Traditional Strength Training,2025-02-28 11:08,2025-02-28 12:31,01:23:16,421.6289999999946,589.626016000001,2.8606871023978337,146.0,104.87287021582127,0.0,0.0,0.0,0.0,0.0,0.0,1077.995481557274,12.944403792134233,0.0,0.0,0.0,,0.0,,3.013117551801372,75.0,,
Traditional Strength Training,2025-02-27 10:36,2025-02-27 10:49,00:13:03,57.06592436368693,0.0,2.4240728811647694,104.0,89.64366246794016,0.0,0.0,0.0,0.0,0.0,0.0,208.02856752046733,15.9398288539887,0.0,0.0,0.0,,0.0,,2.8704092502571825,89.0,,
Traditional Strength Training,2025-02-26 10:10,2025-02-26 11:02,00:51:24,296.96200000000204,4.246282668287572,3.6775346279899828,156.0,104.94921550081085,0.0,0.0,0.0,0.0,0.0,0.0,552.4665780354541,10.747591043325105,0.0,0.0,0.0,,0.0,,3.5992329120613817,91.0,,
Traditional Strength Training,2025-02-24 11:12,2025-02-24 12:09,00:57:39,346.4231627914381,2.5868474442011062,3.90243533927807,156.0,107.39430625961494,0.0,0.0,0.0,0.0,0.0,0.0,1080.7875970449713,18.744869413223064,0.0,0.0,0.0,,0.0,,4.985458374021221,87.0,,
Outdoor Walk,2025-02-23 12:30,2025-02-23 14:27,01:56:26,548.4430000000056,827.1098560000023,0.0,167.0,114.95825507566443,4.0257866704411445,0.0,0.0,0.0,410.46000000000004,0.0,5253.999999999994,45.12063157707885,0.0,0.0,0.0,,0.0,,8.023908615110031,65.0,Outdoor,
Traditional Strength Training,2025-02-23 11:10,2025-02-23 11:45,00:34:22,199.34882779024562,3.983168,3.775482851124433,154.00000000000003,110.5256784292812,0.0,0.0,0.0,0.0,0.0,0.0,268.0,7.796917215330017,0.0,0.0,0.0,,0.0,,5.0703086853005175,72.0,,
Outdoor Walk,2025-02-19 13:13,2025-02-19 14:02,00:48:12,180.01100164244275,6.316130730478286,4.171991906996204,109.0,92.04923712633155,2.756546710199886,0.0,0.0,0.0,4.79,0.0,3819.027629714859,79.21041519328439,0.0,0.0,0.0,,0.0,,-2.1704633235952997,54.0,Outdoor,
Traditional Strength Training,2025-02-19 10:30,2025-02-19 11:24,00:54:00,260.7750633437452,2.451824,2.7459243641661835,136.0,99.73614236948502,0.0,0.0,0.0,0.0,0.0,0.0,875.9999999999998,16.218606884783703,0.0,0.0,0.0,,0.0,,-6.2987704277060175,75.0,,
Traditional Strength Training,2025-02-18 08:53,2025-02-18 09:39,00:46:20,241.45586443917745,4.846877976872117,3.1904606155983224,146.0,108.65104135089818,0.0,0.0,0.0,0.0,0.0,0.0,499.66592722113717,10.784143459392904,0.0,0.0,0.0,,0.0,,-5.044946670534387,82.0,,
Outdoor Walk,2025-02-17 15:30,2025-02-17 16:00,00:29:34,69.13675625721291,4.132597235987578,2.3068379428904247,108.0,79.17674055082679,1.1734918161941232,0.0,0.0,0.0,0.0,0.0,1743.2131510874472,58.93868599862164,0.0,0.0,0.0,,0.0,,0.0,0.0,Outdoor,
Traditional Strength Training,2025-02-08 13:38,2025-02-08 14:06,00:27:42,240.5775349039039,2.2236993426160137,7.0631637593532215,175.0,133.91915652933594,0.0,0.0,0.0,0.0,0.0,0.0,611.9999999999999,22.085616933549954,0.0,0.0,0.0,,0.0,,3.2501270771004442,75.0,,
Traditional Strength Training,2025-02-04 15:20,2025-02-04 16:02,00:42:10,258.3150000000021,5.684263981010455,4.337963753530399,160.0,111.72004967533321,0.0,0.0,0.0,0.0,0.0,0.0,720.4336961975483,17.07899433432997,0.0,0.0,0.0,,0.0,,5.8204379081703905,57.99999999999999,,
Traditional Strength Training,2025-02-02 11:45,2025-02-02 11:54,00:08:21,45.878697454241944,5.946769210184872,3.843275523256814,132.0,105.80250462426278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,9.726270675656906,79.0,,
Traditional Strength Training,2025-01-31 15:08,2025-01-31 15:27,00:19:17,145.45639994359746,6.163601502138967,6.178494641804594,157.0,122.21928995578696,0.0,0.0,0.0,0.0,0.0,0.0,387.2661613220249,20.077445467298407,0.0,0.0,0.0,,0.0,,15.39254856109386,69.0,,
Traditional Strength Training,2025-01-30 15:02,2025-01-30 15:22,00:20:10,181.39152165124696,3.727944,7.466394728142859,163.0,130.26937963306722,0.0,0.0,0.0,0.0,0.0,0.0,279.73561234979064,13.86967900966751,0.0,0.0,0.0,,0.0,,14.104808807370716,73.0,,
Traditional Strength Training,2025-01-27 10:31,2025-01-27 10:52,00:20:30,109.35630493781696,3.693298721475614,3.2835985244177386,142.0,97.05712341044894,0.0,0.0,0.0,0.0,0.0,0.0,238.00000000000006,11.601165548028307,0.0,0.0,0.0,,0.0,,5.651923179624248,94.0,,
Traditional Strength Training,2025-01-25 08:47,2025-01-25 09:08,00:20:26,107.40053650466388,4.590071968249326,3.1139556094372938,141.0,100.65305704074477,0.0,0.0,0.0,0.0,0.0,0.0,230.00000000000003,11.254712902304092,0.0,0.0,0.0,,0.0,,8.125912666318527,95.0,,
Traditional Strength Training,2025-01-18 14:41,2025-01-18 15:50,01:08:39,381.52222234439,2.989056445493263,3.776860308078933,152.0,108.21915890728114,0.0,0.0,0.0,0.0,0.0,0.0,1689.0000000000002,24.597795430982902,0.0,0.0,0.0,,0.0,,9.152460098264328,68.0,,
Outdoor Walk,2025-01-16 21:23,2025-01-16 21:39,00:16:13,51.8056279132241,6.393455469845657,3.6582364179743636,108.0,97.41247474910865,0.8667423219750303,0.0,0.0,0.0,0.0,0.0,1171.9785318124118,72.23857802343184,0.0,0.0,0.0,,0.0,,0.0,0.0,Outdoor,
Rowing,2025-01-15 18:18,2025-01-15 18:27,00:08:44,61.65099999999997,2.387537661631432,6.747681806765618,166.0,153.4852111462857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,6.442975044248271,90.0,Indoor,
Traditional Strength Training,2025-01-15 16:31,2025-01-15 18:17,01:46:31,624.4700000000072,752.0740000000015,4.106609188049461,155.0,111.13131208718254,0.0,0.0,0.0,0.0,0.0,0.0,2656.1445007188886,24.935713071267664,0.0,0.0,0.0,,0.0,,7.414599418637863,90.0,,
Outdoor Walk,2025-01-15 16:11,2025-01-15 16:25,00:13:42,42.5177015858104,1.8409599999999997,3.350779312368187,102.0,94.3125,0.7820838801847096,0.0,0.0,0.0,0.0,0.0,645.6753310473356,47.09649360353549,0.0,0.0,0.0,,0.0,,0.0,0.0,Outdoor,
Rowing,2025-01-05 00:24,2025-01-05 00:26,00:02:21,7.252963209514492,20.87632524310414,3.73738482952009,76.0,68.26310141697802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,5.807030677793193,87.0,Indoor,
Traditional Strength Training,2024-12-28 17:10,2024-12-28 18:29,01:19:04,473.879324518333,3.9957199999999995,4.22426606073614,151.0,111.89539296133175,0.0,0.0,0.0,0.0,0.0,0.0,1563.9389035062686,19.776806481527597,0.0,0.0,0.0,,0.0,,7.581630229947677,85.0,,
Traditional Strength Training,2024-12-26 12:37,2024-12-26 13:55,01:17:29,393.64346589980283,1.230096,3.36240593383555,135.0,99.81655654269348,0.0,0.0,0.0,0.0,0.0,0.0,2742.3759028710315,35.39023704453788,0.0,0.0,0.0,,0.0,,11.902166366574875,86.0,,
Traditional Strength Training,2024-12-24 10:35,2024-12-24 11:46,01:11:12,402.9125843096305,3.9957199999999995,3.867900343804788,149.0,110.74739371337,0.0,0.0,0.0,0.0,0.0,0.0,1335.1594426105878,18.750421115783055,0.0,0.0,0.0,,0.0,,10.180558204648605,81.0,,
Traditional Strength Training,2024-12-18 09:20,2024-12-18 10:34,01:13:49,408.2461594189929,1.3719672663453033,3.7043953945715145,148.0,109.5268493293819,0.0,0.0,0.0,0.0,0.0,0.0,1569.238661174118,21.257276768582898,0.0,0.0,0.0,,0.0,,6.414165496823955,87.0,,
Rowing,2024-12-16 10:38,2024-12-16 10:46,00:08:45,65.50272363114999,2.136056795985777,6.967710780407637,168.0,153.69811267819608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,6.212977886197734,87.0,Indoor,
Traditional Strength Training,2024-12-16 09:29,2024-12-16 10:37,01:07:28,418.57298207375464,1.8409599999999997,4.400562275766234,152.0,113.48780921370388,0.0,0.0,0.0,0.0,0.0,0.0,1285.0688103897683,19.045135823385554,0.0,0.0,0.0,,0.0,,5.2969980239845995,89.0,,
Traditional Strength Training,2024-12-13 09:10,2024-12-13 10:36,01:26:25,560.2923701193433,3.9957199999999995,4.681730550097237,157.0,114.69819427544586,0.0,0.0,0.0,0.0,0.0,0.0,1992.2876531805748,23.054046975718077,0.0,0.0,0.0,,0.0,,5.719896793363262,90.0,,
Traditional Strength Training,2024-12-10 09:07,2024-12-10 10:19,01:12:02,512.3049850967915,3.405776,5.347661078235251,157.0,120.43059647133381,0.0,0.0,0.0,0.0,0.0,0.0,1523.3307354659937,21.14388560401837,0.0,0.0,0.0,,0.0,,12.121987342832199,81.0,,
Traditional Strength Training,2024-12-07 16:56,2024-12-07 18:06,01:09:53,533.9730202001284,1.3727651651892858,5.864524385004801,163.0,122.43849927797322,0.0,0.0,0.0,0.0,0.0,0.0,1497.9344911131536,21.433376974419016,0.0,0.0,0.0,,0.0,,14.719627380368763,64.0,,
Rowing,2024-12-05 10:45,2024-12-05 10:54,00:08:52,66.139,63.843844854125535,6.975048724185813,168.0,157.06518464364473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,9.076172828672043,90.0,Indoor,
Traditional Strength Training,2024-12-05 09:20,2024-12-05 10:42,01:21:55,554.5610587773068,0.8397525521665583,5.033976752831631,160.0,117.52117074774782,0.0,0.0,0.0,0.0,0.0,0.0,1770.7703021751743,21.61601140607742,0.0,0.0,0.0,,0.0,,7.038670063016525,94.0,,
Traditional Strength Training,2024-12-02 07:42,2024-12-02 09:00,01:18:01,476.3370000000041,6.945073931809655,4.524965195389249,151.0,111.63795414917588,0.0,0.0,0.0,0.0,0.0,0.0,2335.3463096388045,29.932232294253136,0.0,0.0,0.0,,0.0,,8.465743064878097,90.0,,
Outdoor Walk,2024-11-29 15:39,2024-11-29 15:58,00:18:58,89.4514015821204,0.28629485742118577,6.060734680000957,114.0,95.3220548060748,1.1806127575273082,0.0,0.0,0.0,10.51,0.0,1002.239430646589,52.81529021698558,0.0,0.0,0.0,,0.0,,13.619289398191086,57.99999999999999,Outdoor,
Traditional Strength Training,2024-11-29 10:18,2024-11-29 11:46,01:27:41,532.9510000000062,619.664438526255,4.302208106691311,157.0,110.58602985881994,0.0,0.0,0.0,0.0,0.0,0.0,2123.7365467201853,24.219454266419245,0.0,0.0,0.0,,0.0,,8.598867416379562,76.0,,
Indoor Run,2024-11-26 18:49,2024-11-26 18:53,00:04:07,4.288427985353233,35.35126682593213,1.7021276397413911,83.0,73.16674749409192,0.014738415285013616,0.0,0.0,0.0,0.0,0.0,16.0,3.8784827083360147,0.0,0.0,0.0,,0.0,,6.674305438993144,74.0,Indoor,
Traditional Strength Training,2024-11-26 09:12,2024-11-26 10:56,01:44:21,641.2850000000042,738.361282482096,4.5928896521566145,153.0,113.70381908070397,0.0,0.0,0.0,0.0,0.0,0.0,3727.1383383528464,35.71486559326294,0.0,0.0,0.0,,0.0,,4.943855762479473,86.0,,
Traditional Strength Training,2024-11-25 08:24,2024-11-25 09:48,01:24:11,563.2041111621829,3.6902879999999993,5.137116078664096,158.0,111.97838191457717,0.0,0.0,0.0,0.0,0.0,0.0,2276.7569128168916,27.04036866061367,0.0,0.0,0.0,,0.0,,2.9929134845711474,84.0,,